Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct,year
53965471,04/20/2022 08:08:35 AM,04/27/2022 11:32:41 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11365.0,65-12 UTOPIA PARKWAY,UTOPIA PARKWAY,65 AVENUE,67 AVENUE,65 AVENUE,67 AVENUE,ADDRESS,FRESH MEADOWS,UTOPIA PARKWAY,,Closed,,The Department of Sanitation cleaned the location.,04/21/2022 11:44:29 AM,08 QUEENS,4069170046.0,QUEENS,1041579.0,207531.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.73611550084987,-73.79313345562632,"(40.73611550084987, -73.79313345562632)",14507.0,25.0,3.0,24.0,65.0,65.0,2022
53961051,04/20/2022 07:28:17 AM,04/27/2022 03:03:14 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11363.0,PARK LANE,PARK LANE,PARK LANE,EAST DRIVE,PARK LANE,EAST DRIVE,INTERSECTION,,,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/20/2022 01:43:33 PM,11 QUEENS,,QUEENS,1054077.0,221653.0,PHONE,Unspecified,QUEENS,,,,,,,,40.77478679497731,-73.74788911228309,"(40.77478679497731, -73.74788911228309)",14505.0,26.0,3.0,20.0,69.0,69.0,2022
53956385,04/19/2022 11:46:20 PM,04/21/2022 11:17:11 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11204.0,1878 54 STREET,54 STREET,18 AVENUE,19 AVENUE,18 AVENUE,19 AVENUE,ADDRESS,BROOKLYN,54 STREET,,Closed,,The Department of Sanitation cleaned the location.,04/21/2022 08:08:09 AM,12 BROOKLYN,0.0,BROOKLYN,989485.0,166554.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62382720230941,-73.98114177039692,"(40.623827202309414, -73.98114177039692)",16867.0,2.0,2.0,18.0,39.0,39.0,2022
53955270,04/19/2022 01:01:21 PM,04/20/2022 07:09:20 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Highway,,,,,,,,,,,,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/20/2022 07:09:10 AM,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,Long Island Expwy,West/Manhattan Bound,Ramp,Van Dam St (Exit 15),,,,,,,,,,2022
53952929,04/19/2022 12:20:48 PM,04/26/2022 09:57:21 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11423.0,201 STREET,201 STREET,201 STREET,HILLSIDE AVENUE,201 STREET,HILLSIDE AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/20/2022 01:32:06 AM,12 QUEENS,,QUEENS,1050011.0,201549.0,PHONE,Unspecified,QUEENS,,,,,,,,40.71963775475479,-73.76276593920872,"(40.719637754754785, -73.76276593920872)",24332.0,41.0,3.0,16.0,61.0,61.0,2022
53944230,04/18/2022 04:54:07 PM,04/19/2022 02:24:10 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11230.0,4921 BAY PARKWAY,BAY PARKWAY,EAST    3 STREET,EAST    2 STREET,EAST    3 STREET,EAST    2 STREET,ADDRESS,BROOKLYN,BAY PARKWAY,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,04/19/2022 09:54:06 AM,12 BROOKLYN,3065250029.0,BROOKLYN,991489.0,166037.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62240673462081,-73.97392324359303,"(40.62240673462081, -73.97392324359303)",13513.0,2.0,2.0,18.0,39.0,39.0,2022
53944222,04/18/2022 04:45:15 PM,04/26/2022 10:01:51 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11413.0,121-43 FARMERS BOULEVARD,FARMERS BOULEVARD,121 AVENUE,MONTAUK STREET,121 AVENUE,MONTAUK STREET,ADDRESS,SPRINGFIELD GARDENS,FARMERS BOULEVARD,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,04/19/2022 01:34:45 PM,12 QUEENS,,QUEENS,1050667.0,188576.0,PHONE,Unspecified,QUEENS,,,,,,,,40.684025142586,-73.76052736055198,"(40.684025142585995, -73.76052736055198)",15313.0,41.0,3.0,6.0,71.0,71.0,2022
53947406,04/18/2022 04:36:34 PM,04/21/2022 03:42:08 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10312.0,250 KINGHORN STREET,KINGHORN STREET,BENNETT PLACE,HOLDRIDGE AVENUE,BENNETT PLACE,HOLDRIDGE AVENUE,ADDRESS,STATEN ISLAND,KINGHORN STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/21/2022 11:45:45 AM,03 STATEN ISLAND,5063570029.0,STATEN ISLAND,938165.0,132343.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.52980659390177,-74.16578023030895,"(40.52980659390177, -74.16578023030895)",10699.0,15.0,1.0,9.0,77.0,77.0,2022
53942069,04/18/2022 02:20:29 PM,04/19/2022 10:37:07 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11236.0,ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,SEAVIEW AVENUE,ROCKAWAY PARKWAY,SEAVIEW AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,04/19/2022 06:49:36 AM,18 BROOKLYN,,BROOKLYN,1014866.0,170207.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63380255460564,-73.88969436313862,"(40.63380255460564, -73.88969436313862)",13827.0,5.0,2.0,8.0,42.0,42.0,2022
53944221,04/18/2022 11:37:48 AM,04/26/2022 09:35:01 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11413.0,121-03 FARMERS BOULEVARD,FARMERS BOULEVARD,121 AVENUE,MONTAUK STREET,121 AVENUE,MONTAUK STREET,ADDRESS,SPRINGFIELD GARDENS,FARMERS BOULEVARD,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/18/2022 01:29:46 PM,12 QUEENS,4126660023.0,QUEENS,1050627.0,188864.0,PHONE,Unspecified,QUEENS,,,,,,,,40.6848159339437,-73.76066874641946,"(40.6848159339437, -73.76066874641946)",15313.0,41.0,3.0,6.0,71.0,71.0,2022
53942079,04/18/2022 09:31:25 AM,04/27/2022 03:03:44 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11363.0,370 HOLLYWOOD AVENUE,HOLLYWOOD AVENUE,EAST DRIVE,DOUGLAS ROAD,EAST DRIVE,DOUGLAS ROAD,ADDRESS,LITTLE NECK,HOLLYWOOD AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/20/2022 01:42:13 PM,11 QUEENS,4080490033.0,QUEENS,1054494.0,222255.0,PHONE,Unspecified,QUEENS,,,,,,,,40.77643581597714,-73.74637724610865,"(40.77643581597714, -73.74637724610865)",14505.0,26.0,3.0,20.0,69.0,69.0,2022
53945246,04/18/2022 09:25:46 AM,04/18/2022 01:44:22 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11236.0,747 EAST   85 STREET,EAST   85 STREET,GLENWOOD ROAD,FLATLANDS AVENUE,GLENWOOD ROAD,FLATLANDS AVENUE,ADDRESS,BROOKLYN,EAST   85 STREET,,Closed,,The Department of Sanitation removed the items.,04/18/2022 09:29:06 AM,18 BROOKLYN,3080060019.0,BROOKLYN,1009016.0,172060.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63890693019513,-73.91076436762162,"(40.63890693019513, -73.91076436762162)",13827.0,5.0,2.0,8.0,42.0,42.0,2022
53948471,04/18/2022 07:12:44 AM,04/18/2022 03:14:31 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11104.0,BARNETT AVENUE,BARNETT AVENUE,BARNETT AVENUE,WOODSIDE AVENUE,BARNETT AVENUE,WOODSIDE AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/18/2022 10:05:51 AM,02 QUEENS,,QUEENS,1009267.0,212445.0,PHONE,Unspecified,QUEENS,,,,,,,,40.74975361705983,-73.90970999107567,"(40.74975361705983, -73.90970999107567)",14787.0,53.0,3.0,33.0,66.0,66.0,2022
53949451,04/18/2022 06:39:23 AM,04/18/2022 03:14:26 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11377.0,37 AVENUE,37 AVENUE,37 AVENUE,54 STREET,37 AVENUE,54 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/18/2022 10:06:46 AM,02 QUEENS,,QUEENS,1009771.0,212931.0,PHONE,Unspecified,QUEENS,,,,,,,,40.751086123373874,-73.90788913832472,"(40.751086123373874, -73.90788913832472)",14787.0,53.0,3.0,33.0,66.0,66.0,2022
53941044,04/17/2022 10:25:25 PM,04/20/2022 08:18:33 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10308.0,389 LEVERETT AVENUE,LEVERETT AVENUE,ABINGDON AVENUE,ARMSTRONG AVENUE,ABINGDON AVENUE,ARMSTRONG AVENUE,ADDRESS,STATEN ISLAND,LEVERETT AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/19/2022 11:29:54 AM,03 STATEN ISLAND,5054730040.0,STATEN ISLAND,939960.0,141899.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.55604511043991,-74.15938569072804,"(40.55604511043991, -74.15938569072804)",10695.0,15.0,1.0,9.0,76.0,76.0,2022
53938805,04/17/2022 10:28:14 AM,04/19/2022 08:23:39 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10314.0,802 WILLOWBROOK ROAD,WILLOWBROOK ROAD,SENECA LOOP,SENECA LOOP,SENECA LOOP,SENECA LOOP,ADDRESS,STATEN ISLAND,WILLOWBROOK ROAD,,Closed,,The Department of Sanitation cleaned the location.,04/18/2022 10:07:26 AM,02 STATEN ISLAND,5020350013.0,STATEN ISLAND,943612.0,159787.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.60516155342795,-74.14635087413696,"(40.60516155342795, -74.14635087413696)",10700.0,30.0,1.0,14.0,75.0,75.0,2022
53935887,04/17/2022 08:27:23 AM,04/18/2022 03:14:47 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11375.0,110-33 65 AVENUE,65 AVENUE,110 STREET,GRAND CENTRAL PARKWAY,110 STREET,GRAND CENTRAL PARKWAY,ADDRESS,FOREST HILLS,65 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,04/18/2022 06:27:53 AM,06 QUEENS,4021850040.0,QUEENS,1026854.0,206150.0,PHONE,Unspecified,QUEENS,,,,,,,,40.7324081901708,-73.84627591186725,"(40.7324081901708, -73.84627591186725)",14786.0,40.0,3.0,28.0,70.0,70.0,2022
53925291,04/15/2022 10:42:00 PM,04/16/2022 01:07:21 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11379.0,66-42 79 PLACE,79 PLACE,JUNIPER VALLEY ROAD,METROPOLITAN AVENUE,JUNIPER VALLEY ROAD,METROPOLITAN AVENUE,ADDRESS,MIDDLE VILLAGE,79 PLACE,,Closed,,The Department of Sanitation cleaned the location.,04/16/2022 04:16:33 AM,05 QUEENS,4030690043.0,QUEENS,1019438.0,199690.0,PHONE,Unspecified,QUEENS,,,,,,,,40.71470968563848,-73.87306811570431,"(40.714709685638475, -73.87306811570431)",15309.0,54.0,3.0,34.0,62.0,62.0,2022
53922184,04/15/2022 10:39:00 PM,04/16/2022 01:07:21 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11379.0,66-42 79 PLACE,79 PLACE,JUNIPER VALLEY ROAD,METROPOLITAN AVENUE,JUNIPER VALLEY ROAD,METROPOLITAN AVENUE,ADDRESS,MIDDLE VILLAGE,79 PLACE,,Closed,,The Department of Sanitation cleaned the location.,04/16/2022 04:16:33 AM,05 QUEENS,4030690043.0,QUEENS,1019438.0,199690.0,PHONE,Unspecified,QUEENS,,,,,,,,40.71470968563848,-73.87306811570431,"(40.714709685638475, -73.87306811570431)",15309.0,54.0,3.0,34.0,62.0,62.0,2022
53922183,04/15/2022 10:25:01 PM,04/16/2022 01:07:20 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11379.0,66-42 79 PLACE,79 PLACE,JUNIPER VALLEY ROAD,METROPOLITAN AVENUE,JUNIPER VALLEY ROAD,METROPOLITAN AVENUE,ADDRESS,MIDDLE VILLAGE,79 PLACE,,Closed,,The Department of Sanitation cleaned the location.,04/16/2022 04:16:33 AM,05 QUEENS,4030690043.0,QUEENS,1019438.0,199690.0,PHONE,Unspecified,QUEENS,,,,,,,,40.71470968563848,-73.87306811570431,"(40.714709685638475, -73.87306811570431)",15309.0,54.0,3.0,34.0,62.0,62.0,2022
53928375,04/15/2022 05:37:47 PM,04/25/2022 03:25:48 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11362.0,69-15 DOUGLASTON PARKWAY,DOUGLASTON PARKWAY,69 AVENUE,70 AVENUE,69 AVENUE,70 AVENUE,ADDRESS,LITTLE NECK,DOUGLASTON PARKWAY,,Closed,,The Department of Sanitation cleaned the location.,04/15/2022 09:59:28 PM,11 QUEENS,4082927501.0,QUEENS,1056657.0,212539.0,PHONE,Unspecified,QUEENS,,,,,,,,40.74975056343895,-73.73867222623072,"(40.74975056343895, -73.73867222623072)",14197.0,26.0,3.0,16.0,69.0,69.0,2022
53923207,04/15/2022 02:02:57 PM,04/25/2022 03:02:45 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11412.0,111-33 196 STREET,196 STREET,111 ROAD,112 AVENUE,111 ROAD,112 AVENUE,ADDRESS,SAINT ALBANS,196 STREET,,Closed,,The Department of Sanitation removed the items.,04/16/2022 07:36:21 AM,12 QUEENS,4109540035.0,QUEENS,1050887.0,195229.0,PHONE,Unspecified,QUEENS,,,,,,,,40.702284366559645,-73.7596683208581,"(40.702284366559645, -73.7596683208581)",15312.0,41.0,3.0,6.0,71.0,71.0,2022
53921168,04/15/2022 01:49:58 PM,04/18/2022 01:08:55 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11215.0,646 PRESIDENT STREET,PRESIDENT STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,PRESIDENT STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/16/2022 08:52:36 AM,06 BROOKLYN,3009580039.0,BROOKLYN,989382.0,185563.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.676002838136775,-73.98149834783163,"(40.676002838136775, -73.98149834783163)",17617.0,14.0,2.0,27.0,50.0,50.0,2022
53916787,04/14/2022 04:25:41 PM,04/16/2022 10:43:43 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11354.0,32-20 150 STREET,150 STREET,32 AVENUE,33 AVENUE,32 AVENUE,33 AVENUE,ADDRESS,FLUSHING,150 STREET,,Closed,,The Department of Sanitation cleaned the location.,04/14/2022 11:43:46 PM,07 QUEENS,4048170037.0,QUEENS,1035300.0,219815.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76987036271517,-73.81569733170218,"(40.76987036271517, -73.81569733170218)",13832.0,22.0,3.0,20.0,67.0,67.0,2022
53914635,04/14/2022 11:55:16 AM,04/20/2022 02:17:07 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10462.0,1969 WALLACE AVENUE,WALLACE AVENUE,RHINELANDER AVENUE,BRONXDALE AVENUE,RHINELANDER AVENUE,BRONXDALE AVENUE,ADDRESS,BRONX,WALLACE AVENUE,,Closed,,The Department of Sanitation cleaned the location.,04/14/2022 08:39:01 PM,11 BRONX,2042600034.0,BRONX,1021664.0,248766.0,PHONE,Unspecified,BRONX,,,,,,,,40.849400957700574,-73.86476508900117,"(40.849400957700574, -73.86476508900117)",11271.0,59.0,5.0,22.0,32.0,32.0,2022
53912432,04/14/2022 11:19:49 AM,04/25/2022 02:41:09 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11428.0,93-27 213 STREET,213 STREET,93 AVENUE,94 AVENUE,93 AVENUE,94 AVENUE,ADDRESS,QUEENS VILLAGE,213 STREET,,Closed,,The Department of Sanitation removed the items.,04/14/2022 01:29:28 PM,13 QUEENS,4106140015.0,QUEENS,1054619.0,201231.0,PHONE,Unspecified,QUEENS,,,,,,,,40.71872947149774,-73.74614590592887,"(40.71872947149774, -73.74614590592887)",24337.0,63.0,3.0,16.0,63.0,63.0,2022
53917875,04/14/2022 07:59:58 AM,04/16/2022 10:53:08 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11354.0,32-24 150 STREET,150 STREET,32 AVENUE,33 AVENUE,32 AVENUE,33 AVENUE,ADDRESS,FLUSHING,150 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/15/2022 01:13:48 PM,07 QUEENS,4048170040.0,QUEENS,1035301.0,219801.0,PHONE,Unspecified,QUEENS,,,,,,,,40.769831930669504,-73.81569382781842,"(40.769831930669504, -73.81569382781842)",13832.0,22.0,3.0,20.0,67.0,67.0,2022
53911382,04/13/2022 10:33:56 AM,04/26/2022 10:42:38 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11207.0,1997 LINDEN BOULEVARD,LINDEN BOULEVARD,VERMONT STREET,WYONA STREET,VERMONT STREET,WYONA STREET,ADDRESS,BROOKLYN,LINDEN BOULEVARD,,Closed,,The Department of Sanitation removed the items.,04/14/2022 01:04:47 AM,05 BROOKLYN,3043250027.0,BROOKLYN,1015166.0,179558.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65946796621458,-73.88857064518042,"(40.65946796621458, -73.88857064518042)",17214.0,45.0,2.0,25.0,47.0,47.0,2022
53906823,04/13/2022 08:01:48 AM,04/26/2022 09:36:36 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11691.0,211 BEACH   30 STREET,BEACH   30 STREET,SEAGIRT AVENUE,SEAGIRT BOULEVARD,SEAGIRT AVENUE,SEAGIRT BOULEVARD,ADDRESS,FAR ROCKAWAY,BEACH   30 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/18/2022 12:56:13 PM,14 QUEENS,4158060017.0,QUEENS,1050101.0,156248.0,PHONE,Unspecified,QUEENS,,,,,,,,40.59529626220359,-73.76288363494514,"(40.59529626220359, -73.76288363494514)",20529.0,51.0,3.0,47.0,59.0,59.0,2022
53904545,04/13/2022 08:00:38 AM,04/20/2022 02:08:44 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10458.0,EAST FORDHAM ROAD,EAST FORDHAM ROAD,EAST FORDHAM ROAD,SOUTHERN BOULEVARD,EAST FORDHAM ROAD,SOUTHERN BOULEVARD,INTERSECTION,,,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/13/2022 07:19:34 PM,06 BRONX,,BRONX,1017226.0,251575.0,PHONE,Unspecified,BRONX,,,,,,,,40.85712851005098,-73.88079263989022,"(40.85712851005098, -73.88079263989022)",10936.0,35.0,5.0,22.0,31.0,31.0,2022
53904546,04/13/2022 07:52:37 AM,04/26/2022 10:42:35 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11207.0,1995 LINDEN BOULEVARD,LINDEN BOULEVARD,VERMONT STREET,WYONA STREET,VERMONT STREET,WYONA STREET,ADDRESS,BROOKLYN,LINDEN BOULEVARD,,Closed,,The Department of Sanitation removed the items.,04/14/2022 01:06:06 AM,05 BROOKLYN,,BROOKLYN,1015152.0,179550.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65944605686342,-73.88862114145206,"(40.65944605686342, -73.88862114145206)",17214.0,45.0,2.0,25.0,47.0,47.0,2022
53901235,04/12/2022 11:15:44 AM,04/16/2022 12:21:05 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11236.0,29 EAST   88 STREET,EAST   88 STREET,RALPH AVENUE,AVENUE A,RALPH AVENUE,AVENUE A,ADDRESS,BROOKLYN,EAST   88 STREET,,Closed,,The Department of Sanitation removed the items.,04/12/2022 08:59:07 PM,17 BROOKLYN,3047090011.0,BROOKLYN,1006478.0,176267.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65046096680789,-73.91989529703879,"(40.650460966807884, -73.91989529703879)",13827.0,61.0,2.0,26.0,40.0,40.0,2022
53896606,04/12/2022 07:11:03 AM,04/21/2022 12:31:50 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Highway,,,,,,,,,,,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/12/2022 11:27:58 PM,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,Grand Central Pkwy,West/Toward RFK Triborough Bridge,Ramp,Northern Blvd (NY25A) (Exit 9W),,,,,,,,,,2022
53890709,04/11/2022 06:58:54 PM,04/12/2022 12:49:32 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10312.0,1148 HUGUENOT AVENUE,HUGUENOT AVENUE,EYLANDT STREET,PRALL AVENUE,EYLANDT STREET,PRALL AVENUE,ADDRESS,STATEN ISLAND,HUGUENOT AVENUE,,Closed,,The Department of Sanitation cleaned the location.,04/12/2022 06:25:39 AM,03 STATEN ISLAND,5065800112.0,STATEN ISLAND,932040.0,131104.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.52637184499228,-74.18780389552735,"(40.526371844992276, -74.18780389552735)",10699.0,15.0,1.0,9.0,77.0,77.0,2022
53893074,04/11/2022 06:09:28 PM,04/12/2022 12:50:03 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10306.0,320 BADEN PLACE,BADEN PLACE,LINCOLN AVENUE,GREELEY AVENUE,LINCOLN AVENUE,GREELEY AVENUE,ADDRESS,STATEN ISLAND,BADEN PLACE,,Closed,,The Department of Sanitation cleaned the location.,04/12/2022 10:34:08 AM,02 STATEN ISLAND,5038930040.0,STATEN ISLAND,958401.0,147116.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.570437684301744,-74.0930423779859,"(40.570437684301744, -74.0930423779859)",10693.0,30.0,1.0,14.0,76.0,76.0,2022
53890716,04/11/2022 05:08:08 PM,04/12/2022 11:07:24 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10473.0,301 THIERIOT AVENUE,THIERIOT AVENUE,DEAD END,PATTERSON AVENUE,DEAD END,PATTERSON AVENUE,ADDRESS,BRONX,THIERIOT AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/12/2022 04:35:38 AM,09 BRONX,2034700065.0,BRONX,1023078.0,234990.0,PHONE,Unspecified,BRONX,,,,,,,,40.8115837319362,-73.85973385203079,"(40.8115837319362, -73.85973385203079)",11611.0,58.0,5.0,31.0,26.0,26.0,2022
53887095,04/11/2022 02:20:59 PM,04/12/2022 12:49:57 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10306.0,321 BADEN PLACE,BADEN PLACE,LINCOLN AVENUE,GREELEY AVENUE,LINCOLN AVENUE,GREELEY AVENUE,ADDRESS,STATEN ISLAND,BADEN PLACE,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,04/12/2022 10:36:01 AM,02 STATEN ISLAND,5038890028.0,STATEN ISLAND,958397.0,147121.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.5704513966562,-74.09305679492421,"(40.5704513966562, -74.09305679492421)",10693.0,30.0,1.0,14.0,76.0,76.0,2022
53885923,04/11/2022 10:25:08 AM,04/12/2022 12:49:23 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10306.0,BADEN PLACE,BADEN PLACE,LINCOLN AVENUE,GREELEY AVENUE,LINCOLN AVENUE,GREELEY AVENUE,BLOCKFACE,,,,Closed,,The Department of Sanitation found an open service request already exists for the same location.,04/12/2022 10:35:21 AM,Unspecified STATEN ISLAND,,STATEN ISLAND,,,PHONE,Unspecified,STATEN ISLAND,,,,,,,,,,,,,,,,,2022
53879340,04/10/2022 07:22:28 PM,04/12/2022 09:16:57 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10305.0,LILY POND AVENUE,LILY POND AVENUE,OFFICER THOMAS CHOI AVENUE,MCCLEAN AVENUE,OFFICER THOMAS CHOI AVENUE,MCCLEAN AVENUE,BLOCKFACE,,,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/11/2022 10:35:05 AM,Unspecified STATEN ISLAND,,STATEN ISLAND,,,PHONE,Unspecified,STATEN ISLAND,,,,,,,,,,,,,,,,,2022
53879339,04/10/2022 12:20:52 PM,04/12/2022 09:15:47 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10310.0,25 RAVENHURST AVENUE,RAVENHURST AVENUE,MANOR ROAD,SOUTH GREENLEAF AVENUE,MANOR ROAD,SOUTH GREENLEAF AVENUE,ADDRESS,STATEN ISLAND,RAVENHURST AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/11/2022 11:55:45 AM,01 STATEN ISLAND,5003550024.0,STATEN ISLAND,949332.0,166599.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.62388345128976,-74.12578652100102,"(40.623883451289764, -74.12578652100102)",10700.0,4.0,1.0,13.0,74.0,74.0,2022
53881907,04/10/2022 12:11:00 PM,04/11/2022 07:54:26 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11418.0,115-25 METROPOLITAN AVENUE,METROPOLITAN AVENUE,PARK LANE SOUTH,116 STREET,PARK LANE SOUTH,116 STREET,ADDRESS,RICHMOND HILL,METROPOLITAN AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/11/2022 03:06:00 AM,09 QUEENS,4033230001.0,QUEENS,1029488.0,197204.0,PHONE,Unspecified,QUEENS,,,,,,,,40.707840538743056,-73.83683203998301,"(40.707840538743056, -73.83683203998301)",24014.0,46.0,3.0,28.0,60.0,60.0,2022
53881014,04/10/2022 11:49:55 AM,04/11/2022 07:54:26 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11418.0,115-25 METROPOLITAN AVENUE,METROPOLITAN AVENUE,PARK LANE SOUTH,116 STREET,PARK LANE SOUTH,116 STREET,ADDRESS,RICHMOND HILL,METROPOLITAN AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/11/2022 03:06:00 AM,09 QUEENS,4033230001.0,QUEENS,1029488.0,197204.0,PHONE,Unspecified,QUEENS,,,,,,,,40.707840538743056,-73.83683203998301,"(40.707840538743056, -73.83683203998301)",24014.0,46.0,3.0,28.0,60.0,60.0,2022
