,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct,year
28648,52285542,10/24/2021 04:38:59 PM,10/27/2021 08:18:46 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11364.0,50-16 SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,50 AVENUE,51 AVENUE,50 AVENUE,51 AVENUE,ADDRESS,OAKLAND GARDENS,SPRINGFIELD BOULEVARD,,Closed,,The Department of Sanitation cleaned the location.,10/26/2021 06:15:14 AM,11 QUEENS,4074010133.0,QUEENS,1050396.0,214437.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.755009124199766,-73.76125033113075,"(40.755009124199766, -73.76125033113075)",14506.0,26.0,3.0,16.0,69.0,69.0,2021
28660,52288227,10/24/2021 01:18:22 PM,11/03/2021 04:26:57 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11203.0,580 BROOKLYN AVENUE,BROOKLYN AVENUE,MIDWOOD STREET,RUTLAND ROAD,MIDWOOD STREET,RUTLAND ROAD,ADDRESS,BROOKLYN,BROOKLYN AVENUE,,Closed,,The Department of Sanitation removed the items.,10/26/2021 10:33:36 AM,09 BROOKLYN,3048020029.0,BROOKLYN,999402.0,179773.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66009910182368,-73.94538772117046,"(40.660099101823675, -73.94538772117046)",16866.0,17.0,2.0,11.0,44.0,44.0,2021
28663,52289285,10/24/2021 12:00:47 PM,11/03/2021 04:26:54 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11225.0,BROOKLYN AVENUE,BROOKLYN AVENUE,BROOKLYN AVENUE,MIDWOOD STREET,BROOKLYN AVENUE,MIDWOOD STREET,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,10/25/2021 01:17:32 PM,09 BROOKLYN,,BROOKLYN,999395.0,179896.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66043672163232,-73.94541267496378,"(40.660436721632315, -73.94541267496378)",16866.0,17.0,2.0,11.0,44.0,44.0,2021
28666,52286669,10/24/2021 11:15:26 AM,10/29/2021 03:01:32 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11427.0,89-15 210 PLACE,210 PLACE,89 AVENUE,90 AVENUE,89 AVENUE,90 AVENUE,ADDRESS,QUEENS VILLAGE,210 PLACE,,Closed,,The Department of Sanitation removed the items.,10/25/2021 02:31:07 PM,13 QUEENS,4105760034.0,QUEENS,1052354.0,202235.0,PHONE,Unspecified,QUEENS,,,,,,,,40.72150292512459,-73.75430662441914,"(40.72150292512459, -73.75430662441914)",24336.0,63.0,3.0,16.0,63.0,63.0,2021
28674,52286879,10/24/2021 08:32:17 AM,10/27/2021 08:03:37 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11434.0,140-20 170 STREET,170 STREET,140 AVENUE,143 ROAD,140 AVENUE,143 ROAD,ADDRESS,JAMAICA,170 STREET,,Closed,,The Department of Sanitation cleaned the location.,10/24/2021 11:37:42 PM,12 QUEENS,4125870005.0,QUEENS,1048041.0,183589.0,PHONE,Unspecified,QUEENS,,,,,,,,40.67035631614412,-73.77004280536812,"(40.67035631614412, -73.77004280536812)",24669.0,41.0,3.0,47.0,71.0,71.0,2021
28681,52282151,10/23/2021 06:27:52 PM,11/03/2021 08:59:30 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11364.0,61-27 217 STREET,217 STREET,HORACE HARDING EXPRESSWAY,64 AVENUE,HORACE HARDING EXPRESSWAY,64 AVENUE,ADDRESS,OAKLAND GARDENS,217 STREET,,Closed,,The Department of Sanitation cleaned the location.,11/01/2021 06:12:46 PM,11 QUEENS,4076070041.0,QUEENS,1050668.0,211649.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.74735475863724,-73.76029610671338,"(40.74735475863724, -73.76029610671338)",14506.0,26.0,3.0,16.0,69.0,69.0,2021
28686,52278487,10/23/2021 02:23:48 PM,10/27/2021 08:06:09 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11693.0,CROSSBAY BOULEVARD,CROSSBAY BOULEVARD,CROSSBAY BOULEVARD,EAST    1 ROAD,CROSSBAY BOULEVARD,EAST    1 ROAD,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,10/26/2021 07:14:15 AM,14 QUEENS,,QUEENS,1033769.0,163341.0,PHONE,Unspecified,QUEENS,,,,,,,,40.61487135676244,-73.82163972821009,"(40.614871356762436, -73.82163972821009)",20531.0,52.0,3.0,47.0,58.0,58.0,2021
28691,52283061,10/23/2021 11:52:51 AM,11/02/2021 02:42:00 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10469.0,ALLERTON AVENUE,ALLERTON AVENUE,ALLERTON AVENUE,SEYMOUR AVENUE,ALLERTON AVENUE,SEYMOUR AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,10/26/2021 07:07:35 AM,11 BRONX,,BRONX,1026777.0,254554.0,PHONE,Unspecified,BRONX,,,,,,,,40.86526411435674,-73.84624719067614,"(40.86526411435674, -73.84624719067614)",11607.0,59.0,5.0,12.0,32.0,32.0,2021
28701,52278561,10/23/2021 06:04:21 AM,10/27/2021 08:04:19 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11693.0,ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,BEACH   91 STREET,BEACH   92 STREET,BEACH   91 STREET,BEACH   92 STREET,BLOCKFACE,,,,Closed,,The Department of Sanitation removed the items.,10/23/2021 06:29:17 AM,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,,2021
28705,52263772,10/22/2021 05:47:00 PM,11/02/2021 02:44:38 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10469.0,2316 THROOP AVENUE,THROOP AVENUE,ASTOR AVENUE,WARING AVENUE,ASTOR AVENUE,WARING AVENUE,ADDRESS,BRONX,THROOP AVENUE,,Closed,,The Department of Sanitation removed the items.,10/23/2021 03:58:21 AM,11 BRONX,2043760013.0,BRONX,1025419.0,252680.0,ONLINE,Unspecified,BRONX,,,,,,,,40.86012699552369,-73.85116842792368,"(40.86012699552369, -73.85116842792368)",11607.0,59.0,5.0,12.0,32.0,32.0,2021
28714,52272547,10/22/2021 03:15:00 PM,11/02/2021 02:44:39 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10469.0,2316 THROOP AVENUE,THROOP AVENUE,ASTOR AVENUE,WARING AVENUE,ASTOR AVENUE,WARING AVENUE,ADDRESS,BRONX,THROOP AVENUE,,Closed,,The Department of Sanitation removed the items.,10/23/2021 03:58:21 AM,11 BRONX,2043760013.0,BRONX,1025419.0,252680.0,ONLINE,Unspecified,BRONX,,,,,,,,40.86012699552369,-73.85116842792368,"(40.86012699552369, -73.85116842792368)",11607.0,59.0,5.0,12.0,32.0,32.0,2021
28719,52267997,10/22/2021 01:56:46 PM,11/02/2021 02:44:38 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10469.0,2316 THROOP AVENUE,THROOP AVENUE,ASTOR AVENUE,WARING AVENUE,ASTOR AVENUE,WARING AVENUE,ADDRESS,BRONX,THROOP AVENUE,,Closed,,The Department of Sanitation removed the items.,10/23/2021 03:58:21 AM,11 BRONX,2043760013.0,BRONX,1025419.0,252680.0,PHONE,Unspecified,BRONX,,,,,,,,40.86012699552369,-73.85116842792368,"(40.86012699552369, -73.85116842792368)",11607.0,59.0,5.0,12.0,32.0,32.0,2021
28729,52267998,10/22/2021 10:00:00 AM,10/29/2021 02:53:09 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11360.0,17-14 202 STREET,202 STREET,17 AVENUE,19 AVENUE,17 AVENUE,19 AVENUE,ADDRESS,BAYSIDE,202 STREET,,Closed,,The Department of Sanitation removed the items.,10/24/2021 12:55:17 AM,07 QUEENS,4057830012.0,QUEENS,1041966.0,224362.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.78230963852836,-73.79159251277831,"(40.78230963852836, -73.79159251277831)",14195.0,22.0,3.0,20.0,67.0,67.0,2021
28730,52268109,10/22/2021 09:42:10 AM,10/29/2021 02:53:08 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11360.0,17-14 202 STREET,202 STREET,17 AVENUE,19 AVENUE,17 AVENUE,19 AVENUE,ADDRESS,BAYSIDE,202 STREET,,Closed,,The Department of Sanitation removed the items.,10/24/2021 12:55:17 AM,07 QUEENS,4057830012.0,QUEENS,1041966.0,224362.0,PHONE,Unspecified,QUEENS,,,,,,,,40.78230963852836,-73.79159251277831,"(40.78230963852836, -73.79159251277831)",14195.0,22.0,3.0,20.0,67.0,67.0,2021
28770,52244244,10/21/2021 08:28:55 AM,10/22/2021 01:40:34 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10305.0,HYLAN BOULEVARD,HYLAN BOULEVARD,HYLAN BOULEVARD,SEAVIEW AVENUE,HYLAN BOULEVARD,SEAVIEW AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,10/21/2021 01:36:01 PM,02 STATEN ISLAND,,STATEN ISLAND,958683.0,152994.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.58657244482012,-74.09204956469884,"(40.58657244482012, -74.09204956469884)",10692.0,30.0,1.0,14.0,76.0,76.0,2021
28786,52239038,10/20/2021 05:53:26 PM,10/29/2021 03:03:17 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11693.0,175-10 CROSS BAY BOULEVARD,CROSS BAY BOULEVARD,JAMAICA BAY WILDLIFE TRAIL,EAST    1 ROAD,JAMAICA BAY WILDLIFE TRAIL,EAST    1 ROAD,ADDRESS,FAR ROCKAWAY,CROSS BAY BOULEVARD,,Closed,,The Department of Sanitation removed the items.,10/29/2021 01:42:07 AM,84 QUEENS,,QUEENS,1033477.0,163787.0,PHONE,Unspecified,QUEENS,,,,,,,,40.61609715909561,-73.82268821539195,"(40.61609715909561, -73.82268821539195)",,52.0,3.0,41.0,58.0,58.0,2021
28794,52236428,10/20/2021 12:25:55 PM,10/22/2021 01:33:40 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11207.0,LINDEN BOULEVARD,LINDEN BOULEVARD,LINDEN BOULEVARD,SNEDIKER AVENUE,LINDEN BOULEVARD,SNEDIKER AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,10/21/2021 07:31:29 AM,05 BROOKLYN,,BROOKLYN,1012560.0,178850.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.657533378593065,-73.89796631466015,"(40.657533378593065, -73.89796631466015)",17214.0,45.0,2.0,25.0,47.0,47.0,2021
28813,52237417,10/20/2021 08:56:32 AM,10/22/2021 04:24:00 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11204.0,1642 49 STREET,49 STREET,16 AVENUE,17 AVENUE,16 AVENUE,17 AVENUE,ADDRESS,BROOKLYN,49 STREET,,Closed,,The Department of Sanitation removed the items.,10/22/2021 07:35:02 AM,12 BROOKLYN,3054540027.0,BROOKLYN,988577.0,168935.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63036303669623,-73.98441116512525,"(40.63036303669623, -73.98441116512525)",16867.0,2.0,2.0,18.0,39.0,39.0,2021
28822,52238105,10/20/2021 07:30:00 AM,10/28/2021 04:58:03 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10466.0,685 EAST  226 STREET,EAST  226 STREET,LOWERRE PLACE,WHITE PLAINS ROAD LINE,LOWERRE PLACE,WHITE PLAINS ROAD LINE,ADDRESS,BRONX,EAST  226 STREET,,Closed,,The Department of Sanitation removed the items.,10/20/2021 01:48:32 PM,12 BRONX,2048290032.0,BRONX,1022760.0,263095.0,ONLINE,Unspecified,BRONX,,,,,,,,40.88872492797145,-73.8607211945199,"(40.88872492797145, -73.8607211945199)",11275.0,29.0,5.0,2.0,30.0,30.0,2021
28839,52229045,10/19/2021 05:47:36 PM,10/28/2021 04:57:57 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10466.0,EAST  226 STREET,EAST  226 STREET,LOWERRE PLACE,NYCTA SUBWAY,LOWERRE PLACE,NYCTA SUBWAY,BLOCKFACE,,,,Closed,,The Department of Sanitation removed the items.,10/20/2021 01:47:12 PM,Unspecified BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,,2021
28843,52231288,10/19/2021 04:09:01 PM,10/28/2021 04:57:42 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10466.0,EAST  226 STREET,EAST  226 STREET,EAST  226 STREET,LOWERRE PLACE,EAST  226 STREET,LOWERRE PLACE,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,10/20/2021 01:45:12 PM,12 BRONX,,BRONX,1022659.0,263134.0,PHONE,Unspecified,BRONX,,,,,,,,40.88883241073969,-73.86108625610787,"(40.88883241073969, -73.86108625610787)",11275.0,29.0,5.0,2.0,30.0,30.0,2021
28861,52228069,10/19/2021 07:30:18 AM,10/21/2021 12:48:18 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10306.0,563 MILL ROAD,MILL ROAD,ADELAIDE AVENUE,AVISTON STREET,ADELAIDE AVENUE,AVISTON STREET,ADDRESS,STATEN ISLAND,MILL ROAD,,Closed,,The Department of Sanitation cleaned the location.,10/20/2021 07:16:46 AM,03 STATEN ISLAND,5046840100.0,STATEN ISLAND,951913.0,141806.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.555841484404574,-74.11637024260854,"(40.555841484404574, -74.11637024260854)",10693.0,15.0,1.0,14.0,76.0,76.0,2021
28862,52232397,10/19/2021 06:48:02 AM,10/22/2021 08:59:59 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11413.0,228-20 141 AVENUE,141 AVENUE,228 STREET,229 STREET,228 STREET,229 STREET,ADDRESS,SPRINGFIELD GARDENS,141 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,10/20/2021 01:33:57 PM,13 QUEENS,,QUEENS,1054528.0,182794.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.66812510915487,-73.74666653472748,"(40.66812510915487, -73.74666653472748)",15313.0,63.0,3.0,47.0,63.0,63.0,2021
28872,52218855,10/18/2021 05:10:03 PM,10/20/2021 02:43:46 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11230.0,1362 EAST    2 STREET,EAST    2 STREET,DEAD END,AVENUE M,DEAD END,AVENUE M,ADDRESS,BROOKLYN,EAST    2 STREET,,Closed,,The Department of Sanitation cleaned the location.,10/19/2021 01:03:52 PM,12 BROOKLYN,3065370146.0,BROOKLYN,991635.0,163954.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61668921273175,-73.97339959230925,"(40.61668921273175, -73.97339959230925)",13513.0,2.0,2.0,18.0,39.0,39.0,2021
28875,52221065,10/18/2021 02:45:00 PM,10/25/2021 02:38:02 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11226.0,PARADE PLACE,PARADE PLACE,PARADE PLACE,PARKSIDE AVENUE,PARADE PLACE,PARKSIDE AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,10/19/2021 05:36:31 AM,14 BROOKLYN,,BROOKLYN,993625.0,177253.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65319025588335,-73.96621323435924,"(40.653190255883345, -73.96621323435924)",17620.0,13.0,2.0,27.0,50.0,50.0,2021
28877,52222059,10/18/2021 02:37:42 PM,10/25/2021 02:38:01 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11226.0,PARADE PLACE,PARADE PLACE,PARADE PLACE,PARKSIDE AVENUE,PARADE PLACE,PARKSIDE AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,10/19/2021 05:36:31 AM,14 BROOKLYN,,BROOKLYN,993625.0,177253.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65319025588335,-73.96621323435924,"(40.653190255883345, -73.96621323435924)",17620.0,13.0,2.0,27.0,50.0,50.0,2021
28880,52220967,10/18/2021 02:03:04 PM,10/27/2021 08:08:02 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11412.0,183-04 ELMIRA AVENUE,ELMIRA AVENUE,DUNKIRK STREET,HANNIBAL STREET,DUNKIRK STREET,HANNIBAL STREET,ADDRESS,SAINT ALBANS,ELMIRA AVENUE,,Closed,,The Department of Sanitation removed the items.,10/20/2021 12:26:24 PM,12 QUEENS,4103490006.0,QUEENS,1047360.0,194923.0,PHONE,Unspecified,QUEENS,,,,,,,,40.70147032837951,-73.7723915376404,"(40.70147032837951, -73.7723915376404)",15312.0,41.0,3.0,6.0,61.0,61.0,2021
28881,52226264,10/18/2021 01:56:15 PM,10/20/2021 02:44:05 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11230.0,AVENUE M,AVENUE M,AVENUE M,EAST    2 STREET,AVENUE M,EAST    2 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,10/19/2021 01:01:37 PM,12 BROOKLYN,,BROOKLYN,991646.0,163900.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61654098475234,-73.97336003000409,"(40.61654098475234, -73.97336003000409)",13513.0,2.0,2.0,18.0,39.0,39.0,2021
28885,52222103,10/18/2021 12:14:41 PM,10/22/2021 09:00:02 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11413.0,228-16 141 AVENUE,141 AVENUE,228 STREET,229 STREET,228 STREET,229 STREET,ADDRESS,SPRINGFIELD GARDENS,141 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,10/20/2021 01:39:45 PM,13 QUEENS,4131920182.0,QUEENS,1054521.0,182798.0,PHONE,Unspecified,QUEENS,,,,,,,,40.6681361437804,-73.7466917260261,"(40.668136143780394, -73.7466917260261)",15313.0,63.0,3.0,47.0,63.0,63.0,2021
28887,52225206,10/18/2021 11:24:45 AM,10/22/2021 09:00:09 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11413.0,228-22 141 AVENUE,141 AVENUE,228 STREET,229 STREET,228 STREET,229 STREET,ADDRESS,SPRINGFIELD GARDENS,141 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,10/20/2021 01:41:48 PM,13 QUEENS,4131920184.0,QUEENS,1054531.0,182793.0,PHONE,Unspecified,QUEENS,,,,,,,,40.66812234057485,-73.74665573101251,"(40.668122340574854, -73.74665573101251)",15313.0,63.0,3.0,47.0,63.0,63.0,2021
28929,52216795,10/17/2021 02:10:03 PM,10/20/2021 05:03:04 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11234.0,AVENUE U,AVENUE U,AVENUE U,EAST   57 STREET,AVENUE U,EAST   57 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,10/18/2021 11:13:56 AM,18 BROOKLYN,,BROOKLYN,1007138.0,162640.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61305607106189,-73.9175630228431,"(40.613056071061884, -73.9175630228431)",13825.0,5.0,2.0,8.0,38.0,38.0,2021
28941,52216007,10/17/2021 09:50:57 AM,10/20/2021 03:39:04 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11214.0,BAY PARKWAY,BAY PARKWAY,BAY PARKWAY,BENSON AVENUE,BAY PARKWAY,BENSON AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,10/18/2021 12:47:25 PM,11 BROOKLYN,,BROOKLYN,985474.0,157957.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.60023166993333,-73.99559229882793,"(40.60023166993333, -73.99559229882793)",17616.0,1.0,2.0,45.0,37.0,37.0,2021
28959,52208302,10/16/2021 02:36:56 PM,10/23/2021 11:03:02 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11416.0,84-07 101 AVENUE,101 AVENUE,84 STREET,85 STREET,84 STREET,85 STREET,ADDRESS,OZONE PARK,101 AVENUE,,Closed,,The Department of Sanitation removed the items.,10/16/2021 07:54:09 PM,09 QUEENS,4090550039.0,QUEENS,1024414.0,187657.0,PHONE,Unspecified,QUEENS,,,,,,,,40.68166076008856,-73.85519023027891,"(40.68166076008856, -73.85519023027891)",24012.0,46.0,3.0,41.0,60.0,60.0,2021
28983,52204904,10/16/2021 08:08:49 AM,10/23/2021 11:03:07 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11416.0,84-11 101 AVENUE,101 AVENUE,84 STREET,85 STREET,84 STREET,85 STREET,ADDRESS,OZONE PARK,101 AVENUE,,Closed,,The Department of Sanitation removed the items.,10/16/2021 07:42:40 PM,09 QUEENS,4090550036.0,QUEENS,1024421.0,187660.0,PHONE,Unspecified,QUEENS,,,,,,,,40.68166896263019,-73.85516497420792,"(40.68166896263019, -73.85516497420792)",24012.0,46.0,3.0,41.0,60.0,60.0,2021
28991,52197655,10/15/2021 04:14:23 PM,11/11/2021 11:35:58 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Highway,,,,,,,,,,,,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",11/11/2021 11:35:58 AM,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,Belt Pkwy,West/Brooklyn Bound,Roadway,Merrick Blvd. (Exit 24B) - No Conduit Ave 225 St (NY27) (Exit 23A),,,,,,,,,,2021
29003,52192302,10/15/2021 11:16:14 AM,10/18/2021 09:09:06 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11422.0,240-31 EDGEWOOD STREET,EDGEWOOD STREET,BROOKVILLE BOULEVARD,146 AVENUE,BROOKVILLE BOULEVARD,146 AVENUE,ADDRESS,ROSEDALE,EDGEWOOD STREET,,Closed,,The Department of Sanitation cleaned the location.,10/16/2021 11:58:23 AM,13 QUEENS,4135410092.0,QUEENS,1055349.0,179226.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.65832522549281,-73.74374469050225,"(40.65832522549281, -73.74374469050225)",24018.0,63.0,3.0,47.0,63.0,63.0,2021
29017,52218457,10/15/2021 08:51:35 AM,11/05/2021 11:00:08 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11373.0,JUDGE STREET,JUDGE STREET,41 AVENUE,PETTIT AVENUE,41 AVENUE,PETTIT AVENUE,BLOCKFACE,,,,Closed,,The Department of Sanitation cleaned the location.,10/15/2021 11:51:30 AM,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,,2021
29020,52197643,10/15/2021 08:05:22 AM,11/06/2021 05:31:43 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10309.0,HOLTON AVENUE,HOLTON AVENUE,HOLTON AVENUE,HYLAN BOULEVARD,HOLTON AVENUE,HYLAN BOULEVARD,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,11/02/2021 04:14:45 PM,03 STATEN ISLAND,,STATEN ISLAND,929981.0,128787.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.51999976751181,-74.1951917014374,"(40.51999976751181, -74.1951917014374)",10696.0,15.0,1.0,9.0,77.0,77.0,2021
29055,52183083,10/14/2021 11:04:52 AM,10/18/2021 09:29:36 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11367.0,136-11 63 AVENUE,63 AVENUE,136 STREET,137 STREET,136 STREET,137 STREET,ADDRESS,FLUSHING,63 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,10/16/2021 11:12:14 AM,07 QUEENS,4063930044.0,QUEENS,1031359.0,208979.0,PHONE,Unspecified,QUEENS,,,,,,,,40.74015023505036,-73.83000116449227,"(40.74015023505036, -73.83000116449227)",14509.0,22.0,3.0,24.0,67.0,67.0,2021
29079,52176305,10/13/2021 09:40:03 PM,10/20/2021 03:42:17 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11229.0,2314 EAST   17 STREET,EAST   17 STREET,AVENUE W,AVENUE X,AVENUE W,AVENUE X,ADDRESS,BROOKLYN,EAST   17 STREET,,Closed,,The Department of Sanitation removed the items.,10/15/2021 04:37:16 AM,15 BROOKLYN,,BROOKLYN,997166.0,155559.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.5936403174265,-73.95349325863111,"(40.5936403174265, -73.95349325863111)",13512.0,32.0,2.0,15.0,36.0,36.0,2021
29098,52178120,10/13/2021 02:30:20 PM,10/20/2021 05:05:50 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11215.0,126 10 STREET,10 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,10 STREET,,Closed,,The Department of Sanitation cleaned the location.,10/14/2021 06:25:10 AM,06 BROOKLYN,3010140011.0,BROOKLYN,986103.0,184004.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6717250271938,-73.993320077486,"(40.6717250271938, -73.993320077486)",17617.0,14.0,2.0,27.0,50.0,50.0,2021
29116,52176113,10/13/2021 09:48:35 AM,10/13/2021 03:15:35 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11101.0,39-34 21 STREET,21 STREET,39 AVENUE,40 AVENUE,39 AVENUE,40 AVENUE,ADDRESS,LONG ISLAND CITY,21 STREET,,Closed,,The Department of Sanitation removed the items.,10/13/2021 12:32:39 PM,01 QUEENS,4004710758.0,QUEENS,1000729.0,214714.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75600147865325,-73.94051930823699,"(40.75600147865325, -73.94051930823699)",16858.0,39.0,3.0,33.0,72.0,72.0,2021
29121,52179867,10/13/2021 09:00:00 AM,10/18/2021 03:40:36 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11205.0,985 BEDFORD AVENUE,BEDFORD AVENUE,DEKALB AVENUE,KOSCIUSZKO STREET,DEKALB AVENUE,KOSCIUSZKO STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,,Closed,,The Department of Sanitation cleaned the location.,10/13/2021 07:21:41 PM,03 BROOKLYN,3017780003.0,BROOKLYN,996646.0,190811.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69040020886731,-73.95530085535728,"(40.69040020886731, -73.95530085535728)",17212.0,69.0,2.0,49.0,51.0,51.0,2021
